title,play_0,reward_0,regret_0,exploration_0,play_1,reward_1,regret_1,exploration_1
SoftMax×SoftMax_0.0_1.0_PG_WP,1.0,-0.8654665473443506,0.8,1.0,0.0,-0.6705847028320262,0.8,1.0
SoftMax×SoftMax_0.0_1.0_PG_WP,0.0,2.692522636707249,0.8,1.0,1.0,0.7379606026117698,0.8,1.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,2.6653568698318404,0.0,1.0,2.0,-0.5798482620003356,0.0,1.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,1.2467666173016283,0.8,1.0,1.0,0.3148223209681477,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,0.0,0.24636131136185807,0.8,0.0,1.0,-0.4093421546420209,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,-0.8248777836647025,0.8,0.0,1.0,0.5272701462703415,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,0.0,1.414690999873521,0.8,0.0,1.0,0.1836870712356167,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,0.30288529756778704,0.8,1.0,1.0,-0.5238825730059979,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,0.0,-0.47720976690309475,0.8,0.0,1.0,0.25587335906855246,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,0.0,-0.21510140988996634,0.8,0.0,1.0,-1.0716357712632412,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,0.5989203862137714,0.8,0.0,1.0,0.7532858117411634,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,0.0,-2.4090810637080393,0.8,1.0,1.0,-0.09162856757774651,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,0.7629644217635767,0.8,0.0,1.0,-0.35727586462399036,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,1.8010366332389267,0.8,0.0,1.0,0.6094326370530647,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,0.8777754267706828,0.8,0.0,1.0,0.5110146868324408,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,-0.8611792297089214,0.8,0.0,1.0,1.0110502486329689,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,0.7597435594652837,0.8,0.0,1.0,-0.16177139016302777,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,1.3446185463573166,0.8,0.0,1.0,-0.44908469484423746,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,0.050326527882679384,0.8,0.0,1.0,-1.0819357395593185,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,2.00495952673057,0.8,0.0,1.0,0.2493381982083841,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,-1.1525475365994808,0.8,0.0,1.0,-1.1268373104922889,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,0.0,0.6996437822779054,0.8,1.0,1.0,0.7778387987833402,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,2.0,-0.4665177944808058,0.8,0.0,1.0,-1.3322719051702931,0.8,0.0
SoftMax×SoftMax_0.0_1.0_PG_WP,0.0,1.5761169904313155,0.8,1.0,1.0,1.1601885402047587,0.8,0.0
