title,play_0,reward_0,regret_0,exploration_0,play_1,reward_1,regret_1,exploration_1
SoftMax×UCB_0.0_0.1_PG_WP,0.0,0.47997424447799825,0.8,1.0,1.0,0.1674608404901273,0.8,1.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,1.2611208950384647,0.0,1.0,2.0,0.7358118740409585,0.0,1.0
SoftMax×UCB_0.0_0.1_PG_WP,1.0,0.17201851803761647,0.8,1.0,0.0,0.7097205330867224,0.8,1.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,1.1394249525367752,0.0,0.0,2.0,1.2702177765311045,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,1.0,-0.10878549972944801,0.8,1.0,0.0,-0.19090884074487607,0.8,1.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.6132902684892023,0.0,0.0,2.0,1.1076786724867271,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.43889889066421817,0.8,0.0,1.0,-0.173321173272466,0.8,1.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.5850187399622284,0.0,0.0,2.0,0.8921498983773047,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.9756998142926923,0.0,0.0,2.0,0.6760652260114071,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,1.4086492045612284,0.0,0.0,2.0,1.1655058919318648,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.049039051297566166,1.0,0.0,0.0,0.23567030073037884,1.0,1.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,1.0395284087008134,0.0,0.0,2.0,0.6881638485279921,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,1.066134255305226,0.0,0.0,2.0,0.7907486478408293,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.003731736959006332,0.8,0.0,1.0,0.46104267001454374,0.8,1.0
SoftMax×UCB_0.0_0.1_PG_WP,0.0,0.19369252167561143,1.0,1.0,2.0,0.42036266744603634,1.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,1.0,-0.09217927968309475,0.8,1.0,0.0,-0.07176428462873635,0.8,1.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,1.5955788179190673,0.0,0.0,2.0,0.7815352506029319,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,0.0,0.5040787580312089,0.8,1.0,1.0,0.7228595921267271,0.8,1.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,1.3257776863934543,0.0,0.0,2.0,0.7139798832432284,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.48480581661143,0.8,0.0,1.0,0.4655470785776102,0.8,1.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.5515472930752849,0.0,0.0,2.0,1.4563282560399446,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,1.4364813384723245,0.0,0.0,2.0,1.2955963130674895,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.8014185877019953,0.0,0.0,2.0,1.0880297972271835,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,1.1212479407165405,0.0,0.0,2.0,0.840146711786073,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.5731895260313473,0.0,0.0,2.0,0.5722177976972576,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,-0.018822215175419557,1.0,0.0,0.0,0.3521223606891824,1.0,1.0
SoftMax×UCB_0.0_0.1_PG_WP,0.0,-0.2128814420797422,0.8,1.0,1.0,0.14087711629765534,0.8,1.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,1.1576045096768786,0.0,0.0,2.0,1.0319878517036432,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.5848450629341871,0.0,0.0,2.0,0.7763997827836177,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.9725897583755796,0.0,0.0,2.0,1.2421566165455888,0.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,0.0,0.16309694543331704,1.0,1.0,2.0,0.34791441789522964,1.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.2297950545863643,1.0,0.0,0.0,0.1570586127949409,1.0,1.0
SoftMax×UCB_0.0_0.1_PG_WP,0.0,0.5109039464488414,1.0,1.0,2.0,0.3611044846011573,1.0,0.0
SoftMax×UCB_0.0_0.1_PG_WP,2.0,0.07916100330638878,0.8,0.0,1.0,0.7468853828643212,0.8,1.0
