title,play_0,reward_0,regret_0,exploration_0,play_1,reward_1,regret_1,exploration_1
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.8,0.19999999999999996,1.0,1.0,0.8,0.19999999999999996,1.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0
SoftMax×UCB_0.0_0.0_PG_WP,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.2,0.8,1.0,0.0,0.2,0.8,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,0.2,0.8,0.0,1.0,0.2,0.8,1.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SoftMax×UCB_0.0_0.0_PG_WP,0.0,0.2,0.8,1.0,1.0,0.2,0.8,1.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.2,0.8,1.0,2.0,0.2,0.8,0.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.2,0.8,1.0,0.0,0.2,0.8,1.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.8,0.19999999999999996,1.0,1.0,0.8,0.19999999999999996,1.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.8,0.19999999999999996,1.0,1.0,0.8,0.19999999999999996,1.0
SoftMax×UCB_0.0_0.0_PG_WP,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,0.2,0.8,0.0,1.0,0.2,0.8,1.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.2,0.8,1.0,2.0,0.2,0.8,0.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.8,0.19999999999999996,1.0,1.0,0.8,0.19999999999999996,1.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,0.2,0.8,0.0,1.0,0.2,0.8,1.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.2,0.8,1.0,2.0,0.2,0.8,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,0.2,0.8,1.0,1.0,0.2,0.8,1.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.2,0.8,1.0,2.0,0.2,0.8,0.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.8,0.19999999999999996,1.0,1.0,0.8,0.19999999999999996,1.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,0.2,0.8,0.0,1.0,0.2,0.8,1.0
SoftMax×UCB_0.0_0.0_PG_WP,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
SoftMax×UCB_0.0_0.0_PG_WP,1.0,0.2,0.8,1.0,2.0,0.2,0.8,0.0
